Operation: Add
rows=8433
cols=3180
8392,921,-1866
8392,494,-1146
8392,854,-1572
8392,1482,-1246
8392,826,452
8392,1399,1718
8392,1328,-1760
8392,2823,-1210
8392,1206,-1140
8392,1438,-1030
8392,1506,508
8392,1006,-60
8392,82,-1998
8392,343,-1906
8392,256,-1616
8392,873,-1708
8392,1061,-1062
8392,841,624
8392,61,-1824
8392,81,-1600
8392,2140,1792
8392,536,-1654
8392,1227,-478
8392,880,1370
8392,2526,-1372
8392,6,-1844
8392,786,-1378
8392,438,-1160
8392,1705,-1922
8392,1282,-358
8392,265,-1558
8392,1060,-1912
8392,706,-1750
8392,161,1026
8392,213,-1132
8392,850,-1454
8392,912,722
8392,160,-1404
8392,939,-1408
8392,1190,72
8392,3009,1092
8392,1028,526
8392,566,-868
8392,483,-2016
8392,942,-1932
8392,987,-1310
8392,1340,-122
8392,3059,1086
8393,1118,-1410
8393,1890,-1956
8393,201,-1848
8393,125,1174
8393,1481,1668
8393,1172,-1402
8393,101,-1734
8393,853,-1102
8393,522,1694
8393,1429,-1488
8393,872,-1758
8393,1461,-148
8393,1241,-2008
8393,440,-2036
8393,541,-1914
8393,2900,-832
8393,1479,-1566
8393,740,-1792
8393,2416,-18
8393,775,-1028
8393,1514,456
8393,2752,-1648
8393,1352,-1298
8393,570,-1944
8393,86,-1724
8393,2579,-988
8393,370,-1238
8393,1455,-1682
8393,2523,-796
8393,1815,-700
8393,305,-1078
8393,2809,-1524
8393,855,-1440
8393,33,-142
8393,959,-1176
8393,764,-1460
8393,3088,-1080
8393,688,-1880
8393,665,88
8393,304,-1862
8393,56,-1264
8393,804,-1134
8393,195,-1240
8393,1434,-1626
8393,1285,-1536
8393,609,-1756
8393,2960,-1856
8394,1945,-1136
8394,946,-800
8394,586,-1518
8394,848,-454
8394,2803,-288
8394,457,-1322
8394,1537,-188
8394,1081,1360
8394,1025,-126
8394,1541,-1820
8394,1436,118
8394,1574,1784
8394,2340,-1856
8394,173,544
8394,2685,-376
8394,215,-1706
8395,996,1680
8395,425,-1740
8395,203,-1370
8395,2084,-1858
8395,128,-2032
8395,1974,-464
8395,2990,-1034
8395,1027,-1686
8395,2864,-902
8395,1307,-512
8395,43,-464
8395,934,-1952
8395,1331,-1722
8395,1471,-1226
8395,961,-1574
8395,949,-1680
8395,204,-2014
8395,572,416
8395,1374,-1834
8395,503,-712
8395,1009,-2020
8395,1652,-1860
8395,1123,-1294
8395,1637,-1316
8395,412,-194
8395,2435,500
